日期,中壢,湖口,泰安,西螺,新營,仁德,關西,西湖,清水,南投,古坑,東山,關廟,石碇,蘇澳
2023/12/16,"446,689","1,309,984","1,933,444","1,947,866","1,175,373","863,391","2,554,350","1,677,118","3,185,679","1,235,439","1,416,023","1,689,742","518,870","392,035","676,236"
2023/12/17,"443,479","1,425,883","1,901,814","2,078,278","1,332,019","890,303","2,699,449","1,665,941","3,201,312","1,330,470","1,681,793","2,062,564","590,806","551,343","705,416"
2023/12/18,"294,270","723,245","1,308,293","1,118,535","726,402","650,391","1,408,588","813,072","1,653,365","584,023","702,304","1,028,968","451,940","365,615","541,526"
2023/12/19,"303,765","653,609","979,845","961,394","673,594","533,104","1,076,982","672,346","1,173,603","445,346","548,309","704,103","330,995","334,634","425,333"
2023/12/20,"318,800","643,614","992,272","973,362","718,831","497,155","1,077,227","621,636","1,175,204","499,060","565,026","645,133","270,006","335,153","421,363"
2023/12/21,"330,776","624,694","981,117","976,722","671,390","545,695","1,138,390","685,068","1,164,556","458,201","541,897","675,177","252,905","304,066","446,410"
2023/12/22,"373,997","840,137","1,179,565","1,347,290","886,151","626,069","1,387,030","874,586","1,689,303","670,794","762,102","917,351","273,728","566,982","527,130"
2023/12/23,"404,237","1,179,510","1,862,059","1,940,674","1,174,336","840,705","2,195,029","1,470,430","2,926,217","1,085,409","1,244,361","1,621,893","480,104","403,219","634,150"
2023/12/24,"431,424","1,373,537","1,861,349","2,005,362","1,279,934","870,484","2,460,138","1,596,386","3,434,637","1,302,990","1,540,330","2,056,452","532,026","487,379","732,564"
2023/12/25,"328,498","700,942","1,478,378","1,537,860","797,172","737,626","1,382,897","1,125,247","1,991,057","630,844","782,985","982,391","487,202","412,134","560,151"
2023/12/26,"280,394","659,374","1,017,971","964,786","641,791","502,870","1,078,951","643,103","1,196,670","486,123","513,470","717,206","258,028","408,905","429,370"
2023/12/27,"363,610","632,739","971,787","944,871","720,160","500,982","1,093,027","586,316","1,076,587","457,446","536,061","877,953","231,956","317,019","453,197"
2023/12/28,"511,373","766,627","1,069,115","1,125,868","777,493","545,690","1,236,804","753,255","1,286,327","510,926","597,021","759,520","269,369","287,006","647,531"
2023/12/29,"366,295","1,179,646","1,399,627","1,504,952","1,081,271","583,005","1,718,070","1,093,881","2,141,740","779,371","888,227","1,137,304","331,580","347,037","678,872"
2023/12/30,"446,933","1,399,198","2,542,677","2,505,102","1,572,455","919,401","2,889,540","2,082,103","3,556,517","1,684,523","1,826,980","2,353,420","746,186","383,222","1,057,321"
2023/12/31,"614,486","1,562,895","2,598,565","2,247,561","1,339,668","1,142,235","2,717,407","1,743,470","3,448,484","1,616,219","2,413,863","2,551,799","985,419","432,551","846,045"
